"","State","Men","Women","Hispanic","White","Black","Native","Asian","Pacific","VotingAgeCitizen","Income","IncomeErr","IncomePerCap","IncomePerCapErr","Poverty","ChildPoverty","Professional","Service","Office","Construction","Production","Drive","Carpool","Transit","Walk","OtherTransp","WorkAtHome","MeanCommute","Employed","PrivateWork","PublicWork","SelfEmployed","FamilyWork","Unemployment","TotalPop"
"2921","Ohio",11517,11717,0.6,96.8,1.2,0.1,0,0,18146,42105,2658,22396,1429,22.5,31.6,27.5,19,21.5,15.3,16.6,81,12.8,0.4,1.4,0.4,4.1,30.9,8891,73.1,19.2,7.5,0.2,10.4,23234
"2922","Michigan",6953,6868,1.8,95,0.7,0.5,0.6,0.1,11151,42666,2857,22891,1329,16.4,23.9,26.1,22.9,22.5,11,17.4,77.3,12.9,0.2,4,1.4,4.2,20.8,5107,75.9,16.6,7.1,0.5,10.4,13821
"2923","California",43668,43829,24.5,65.9,0.6,3.3,1.7,0.2,61818,46528,1787,27093,1426,19.1,24.4,32.5,22,22.6,14.4,8.5,74.6,10.1,0.3,5.2,1.7,8.1,19.8,37084,63.6,19.7,16.2,0.5,10.4,87497
"2924","Mississippi",4100,4260,0.5,67.6,30.9,0.5,0.1,0.1,6474,34542,2680,19816,1308,24.5,44.6,31,13.4,20.9,16.4,18.3,83,10.8,0.4,1.3,2.5,2,29.3,3046,70.6,21.4,7.3,0.7,10.4,8360
"2925","Michigan",5474,5362,1.6,73.8,2.3,16.9,0.6,0,8849,42559,1988,26967,1383,15.4,20.9,24.6,25.7,23.9,12,13.8,67.9,7.5,2.4,7.1,8.4,6.8,20.7,4552,70.2,20.8,9,0,10.5,10836
"2926","Georgia",7631,6422,6.9,42.6,49.5,0,0.1,0,11050,33389,5181,16867,2006,23.2,32.1,22.2,20.2,18.6,11.2,27.9,82.1,12.7,0,0.8,1,3.4,21.5,4929,66.1,23.4,10.5,0,10.5,14053
"2927","California",47613,47970,30.2,47.3,1.8,0.7,15.1,0.4,60187,54347,2000,24849,832,16.7,23.3,29.6,19.1,22.3,16.5,12.5,78.4,13,0.8,1.8,1.4,4.6,26.4,38207,76.7,16.7,6.1,0.5,10.5,95583
"2928","Kentucky",4265,4432,2.9,94.5,0,0.3,0.1,0.3,6676,50998,5681,26542,2618,15.2,25.1,24.7,16.7,21.6,15.8,21.2,82.1,11.3,0,0.2,1.6,4.9,28.7,3856,79.7,13.3,6.3,0.6,10.5,8697
"2929","Kentucky",3522,3729,0.3,98.2,0.3,0.4,0,0,5544,21999,3937,13533,1781,36.9,45.3,18.7,35,16.5,15.3,14.5,82,12.1,0,0.5,1.9,3.5,31.1,1895,61.5,32.1,4.7,1.7,10.5,7251
"2930","West Virginia",11530,11706,0.6,97.8,0.8,0,0.2,0,18103,37955,2690,20992,1091,24.4,38.5,24.4,22.3,22,18.5,12.8,86.8,7.1,0,2.6,1.2,2.3,32.9,7030,79.5,16.8,3.6,0,10.6,23236
"2931","Ohio",6608,6534,0.5,96.8,0.5,0.1,0.1,0,10135,41541,3335,19876,1106,21.1,31.6,22.5,22,16.3,16.6,22.5,86.3,8.6,0.4,1.4,0.9,2.4,31.7,5241,77,17.5,5.5,0,10.6,13142
"2932","Georgia",14492,16195,5.3,39.8,52.3,0.1,1.1,0,22763,34219,2587,18785,973,33.4,53.5,31.2,17.8,20.6,9,21.4,79.8,13,0,3.3,0.5,3.3,20.3,11558,74.5,19.8,5.7,0,10.6,30687
"2933","Georgia",5208,5180,5.5,68.7,24.1,0,0.3,0,7647,31109,5468,17739,1784,28.7,32.6,29.2,16.3,31.6,11.2,11.7,89.8,2.2,0.1,3.7,1.7,2.6,24.1,3551,70.4,20.1,9.5,0,10.6,10388
"2934","Puerto Rico",21821,23610,99.5,0.5,0,0,0,0,35828,20442,1398,12594,1214,43.6,57.5,33,18.1,27.4,9.9,11.6,82.7,4.4,0.7,3.5,6.4,2.1,27.6,14670,68.4,20.5,11.1,0,10.6,45431
"2935","Louisiana",13154,14010,2.8,58.2,36.7,1.1,0.2,0.1,20385,41443,2657,23471,1200,26.3,41.3,28,17.7,23,14.7,16.7,86.2,9.6,0.7,0.9,0.5,2.1,29.2,10301,81.4,15.2,3.3,0.1,10.6,27164
"2936","Puerto Rico",42840,47933,98.4,1.4,0,0,0,0,71914,34060,1791,24264,1227,26.9,35.8,48.2,15,25.5,5.5,5.7,83.8,6.7,2.4,1.5,1.4,4.2,26.8,36262,70,18.5,11.4,0.1,10.6,90773
"2937","West Virginia",4286,4351,0,99.6,0,0.1,0,0.1,6880,33390,5886,20314,2690,26.7,36,25.5,26.3,17.3,17.4,13.5,82,7.5,0.1,2.9,3,4.4,26.7,2963,77,16,6.9,0.2,10.6,8637
"2938","North Carolina",107245,85440,12.2,66.8,13.7,0.4,2.1,0.2,142797,48162,1509,23141,551,14.1,19.4,29.5,22.6,26.7,12.1,9.1,70.9,13.4,0.3,8,1.9,5.5,21.4,61901,67.5,26,6.2,0.3,10.6,192685
"2939","Arkansas",5290,5294,7.5,84.5,0.2,1.3,3.5,0,7841,37396,4756,18077,1758,20.5,31.4,23.7,16.9,17.7,14.4,27.3,71.4,19.9,0.2,2.7,1,4.8,19.7,4069,77.2,13.6,8.5,0.7,10.6,10584
"2940","Mississippi",5671,5968,0.3,37.9,61.6,0,0,0,9229,26736,4734,17035,2101,32.5,45.1,17.9,19,23.5,15,24.6,88.9,7.1,1.1,1.8,0.3,0.8,34.6,3914,78.5,19.1,2.5,0,10.7,11639
"2941","South Carolina",14058,13407,13.2,41.6,43.3,0.1,0.7,0,19773,39740,3014,20067,1178,22.6,39.8,17.9,25.3,23.5,21,12.4,71.2,19.1,0.3,4.1,0.7,4.6,30.8,12055,78.4,14,7.6,0,10.7,27465
"2942","Kentucky",13323,14225,0.9,95.2,2.6,0.1,0.4,0,21193,24451,1409,15457,718,35.6,44.5,27,21.9,23.1,14.4,13.6,83.4,12.3,0.6,1.6,0.2,1.8,20.6,7555,71.6,21.9,6.4,0.1,10.7,27548
"2943","Kentucky",15233,16191,1.1,96,1.2,0.5,0.4,0,23747,26061,2043,15869,1538,34.7,45.1,28.3,18,24.6,10.1,19.1,85.3,9.4,0.8,2.2,0.4,2,21.6,9321,75.8,17.6,6.5,0.1,10.7,31424
"2944","Alabama",18133,19386,1.6,83.5,13,0.3,0.4,0,29164,39467,2392,22431,830,17.6,25,29.2,14.3,22.2,15.8,18.4,86.8,8.6,0.2,1.1,1.5,1.9,25.2,14686,80,13.2,6.7,0.1,10.7,37519
"2945","Louisiana",22256,22811,9.9,63.5,22,0.3,2.3,0,31681,45265,2007,20431,596,19.7,27.2,25.6,20.7,22.6,17.5,13.5,87,7.9,1.1,1,1.5,1.4,27,18382,76.3,14.5,9.1,0.1,10.7,45067
"2946","South Carolina",14675,17090,2.7,38.8,56.6,0.5,0.7,0,23776,31129,2196,18556,1849,26.5,42.9,25.7,21,22.1,9.4,21.8,80.4,15.6,1,0.7,0.4,1.9,30.3,11778,78.4,17.4,4,0.2,10.7,31765
"2947","Missouri",8210,9134,2.4,68.9,26.7,0.1,0,0,12655,32468,2812,18883,1505,28.5,39,24.7,22.8,18.4,9.4,24.7,85.2,9.6,0.4,2.5,0.6,1.8,17.4,6326,79,16,4.9,0.2,10.7,17344
"2948","Texas",5025,5115,3.9,70.9,23.7,0.3,0,0.2,8169,36938,3112,25933,3074,22.3,37.9,28.7,19.1,21.8,13,17.4,83.7,7.9,0,1.1,2,5.3,31.4,3635,73.3,16.4,10.1,0.2,10.7,10140
"2949","New Mexico",9665,9648,41,53.1,2.8,0.5,0.5,0,13132,35928,3076,18954,1522,27.5,37.8,33.5,24.4,19,12.1,11.1,75.5,13.1,0.2,5.5,3.4,2.3,17.6,7650,64.9,27.8,6.8,0.4,10.7,19313
"2950","Michigan",12680,12795,1.3,92.2,0.8,2,0.4,0,20913,42876,2289,24956,907,16.8,28.2,26.8,21.1,24.4,13.9,13.8,81.3,10.8,1,1.4,1.3,4.3,26.8,10443,80.2,12,7.5,0.4,10.7,25475
"2951","Texas",758,740,32.7,53.6,10.2,0.3,0,0,1061,33534,5773,20566,2966,24.5,35.8,26,29.2,17.7,22.3,4.9,69.5,17.5,0.3,8.2,3,1.6,15.2,651,61.6,24.6,13.4,0.5,10.7,1498
"2952","Mississippi",9400,10076,2.9,93.4,2.5,0.3,0.1,0,14913,36672,2553,19379,1276,18.6,22.7,22.3,15.9,23.2,11.4,27.2,85.8,10.4,0.3,1.5,1,1.1,22.3,7890,82.4,12.2,5.2,0.1,10.8,19476
"2953","Tennessee",8880,8950,4.4,93.7,0.5,0.1,0.5,0,14120,36576,3681,21374,1629,20.1,29.9,25.3,18.1,22.6,14,20,80.8,9.2,0.8,1.5,3.3,4.5,20.4,7017,77.9,15.9,6.1,0.1,10.8,17830
"2954","Michigan",198115,212766,3.3,72.5,19.8,0.4,1,0,312137,45231,666,25180,401,20,29.9,31.5,19.5,24.2,8.3,16.5,84.6,9.1,1.2,1.3,0.7,3.1,26,166919,85,9.9,5,0.2,10.8,410881
"2955","Ohio",15953,16671,1,96.2,0.8,0,0.1,0.1,24679,43397,2292,21730,1350,20.6,29.3,31.1,15.6,22.3,10.7,20.3,84.9,9.2,0.1,2.8,0.7,2.4,25.6,13511,77.9,16.6,5.2,0.2,10.8,32624
"2956","West Virginia",4443,4458,0.3,97.7,0,0.5,0,0.1,6871,34242,4957,16229,1461,25.2,24.5,24.6,22.3,15.3,19.2,18.7,73.1,21,0.7,1.3,0.6,3.3,45.1,2516,71.9,23.1,4.4,0.7,10.8,8901
"2957","Mississippi",6133,6441,0.2,57.3,42,0,0.3,0,9902,30129,3714,19665,1493,22.8,29.5,24.4,19.2,16.5,19.2,20.6,81.2,12.1,2.2,0.4,1.4,2.7,37.1,4550,71.8,17.3,10.2,0.7,10.8,12574
"2958","New Jersey",132171,140755,18.5,56.4,14.3,0.2,8.4,0,195390,57514,1710,29941,533,15.3,24.4,31,29.3,23.1,8.2,8.4,77.1,7.5,6.5,3.5,2.9,2.5,24.2,127737,79.6,15.7,4.7,0.1,10.9,272926
"2959","Kentucky",30063,31523,0.9,97,0.8,0.1,0.5,0,48465,32972,1465,20576,1029,26.4,35.2,29.6,17.5,25.2,13.8,13.8,82.8,10.1,0.7,2.5,1.1,2.7,24.1,20158,76.3,18.7,4.9,0.1,10.9,61586
"2960","Mississippi",15680,15903,8.4,36.9,52.8,0.2,0.6,0,22394,30359,1438,17721,1289,34.2,56.9,30.5,20.6,23.6,13,12.3,87.2,6.5,0.7,0.6,1.2,3.7,18.9,10190,75.2,18.2,6.4,0.1,10.9,31583
"2961","Arizona",104914,99367,62.9,31.8,1.8,0.9,1.1,0.1,121564,43253,1376,20600,428,19.7,28.2,24.9,23,22.8,17.4,12,80.7,10.4,1.7,2.4,1.8,3,19.6,74891,74.4,20.8,4.6,0.2,10.9,204281
"2962","Mississippi",13781,14618,10.8,49.9,38.5,0.5,0.3,0,19506,33601,2084,20520,2555,27.8,40.6,24.1,16.4,21.1,15.8,22.6,79.2,17.2,0.2,0.8,0.9,1.6,25.9,10960,80.5,14,5.3,0.2,10.9,28399
"2963","North Carolina",18973,20267,4.1,66.5,26.9,0.8,0.2,0,30018,44921,2487,24477,1776,18.1,29.1,29.5,18.7,20.4,13.3,18.1,84.5,11.1,0.2,1.1,0.7,2.4,30.7,16908,78.7,15.7,5.5,0.2,10.9,39240
"2964","California",450393,428351,52.2,35.4,5.1,0.5,4.5,0.1,512066,50826,771,21716,280,22.6,31.3,26.4,18.4,20.6,21.2,13.4,79.2,12.8,0.9,1.2,2.7,3.2,23.4,335688,76.7,16.6,6.5,0.2,10.9,878744
"2965","North Carolina",20915,23505,7.3,40.6,49.8,0.3,0.5,0,32486,35246,2781,21188,2027,23,34.2,22.4,20.6,23.3,10.5,23.3,82.8,11.4,0,2.2,0.7,2.9,22.6,18129,76.3,18.5,5.1,0,11,44420
"2966","North Carolina",2918,2589,8.4,59.8,30.7,0.1,0,0,4132,40532,9884,19181,2517,20.3,27.2,26.9,16.4,24.2,22.9,9.6,79,6,0.9,2.8,4.2,7.1,24.7,2038,64,21.7,14.3,0,11,5507
"2967","Alabama",8342,8404,0.5,65.1,24.6,7.5,0.9,0,12796,42185,3300,23239,4545,22,34.3,20.6,15.7,21.9,19.3,22.4,83.2,13.5,0,0.2,1.3,1.8,35.2,5710,79,15.6,5.2,0.3,11,16746
"2968","West Virginia",8623,8887,1.4,95.7,0.7,0.2,0.4,0,14091,46346,2818,24026,1448,11.1,10.9,28.5,19,19.9,16.4,16.1,77,15.4,0,2.9,2,2.7,33,7090,78.2,15,6.8,0,11.1,17510
"2969","West Virginia",5969,7241,1.2,91.8,4.9,0.3,0,0,10915,35218,2402,20142,1283,19,25.9,30.7,19.6,21.7,12.8,15.2,84.1,9.5,0,2.9,0.3,3.3,29.7,4436,67.5,24.7,7.7,0.1,11.1,13210
"2970","Georgia",12568,13673,2.3,67.6,28.5,0.3,0.5,0.1,20015,35375,2480,19624,1247,22.7,33.2,29.1,17.4,23.3,10.4,19.9,83.3,13,0.4,0.2,1.7,1.4,23.3,9958,75.4,19.6,5,0,11.2,26241
"2971","Puerto Rico",12519,14065,99.5,0.2,0,0,0,0,20060,18976,1454,10016,1881,49.3,64,29.4,21.2,19.2,19.9,10.3,90.7,2.7,0.3,3.9,0.3,2.1,32,7110,64.1,19,16.9,0,11.2,26584
"2972","West Virginia",10178,9529,1.6,88.7,8.2,0.1,0,0,15496,25595,1577,13985,963,34.9,47.5,24.3,26.2,21.4,15.4,12.7,87.6,7.4,0.1,1.9,0.5,2.4,24.8,4081,64.6,32.2,3.1,0.1,11.2,19707
"2973","Florida",26887,21684,4.6,65.5,26.8,0.7,0.6,0.1,38345,36944,1427,18126,676,21.6,31.6,29.1,27.1,23.1,10.4,10.4,88.6,6.1,0,1.3,1.6,2.4,23,16193,66.9,29,3.9,0.1,11.2,48571
"2974","Louisiana",35791,37555,4,59.2,31.4,0.1,2.8,0,52333,44504,2274,23410,1513,20.4,31,26.4,19,24.9,15.2,14.4,84.2,9.5,0.4,2.2,2.1,1.6,24.2,30316,80.6,12.9,6.5,0.1,11.2,73346
"2975","New York",2387,2259,1.5,95.5,0.8,0,0,0,3978,55587,3147,24891,2007,9.7,12.5,25.3,26.2,19.1,23,6.4,79.1,8.6,0.3,4.2,5.4,2.4,25.3,1991,56.4,33.9,9.7,0.1,11.2,4646
"2976","California",31788,32307,19.4,71.7,2.1,3.2,1.4,0,48145,40446,2857,23345,1183,22.8,31.6,25.8,26.5,21.4,16.1,10.1,71.3,11.5,1,3,0.6,12.5,28.9,22691,68.3,20,11.4,0.3,11.2,64095
"2977","Missouri",6883,6979,2,95,0,0,0.2,0.2,10451,35930,3245,20228,1857,22.6,27,29,21.8,19.7,14.2,15.3,85.8,7.2,0,2.4,0.8,3.8,25.5,4908,72.8,16.8,9.9,0.4,11.2,13862
"2978","Alabama",4896,5466,0.7,24.3,74.4,0.1,0,0,7973,29785,4076,18976,2109,30.2,48.4,23,17.4,21.6,11.5,26.5,84.4,11.1,0.4,0.3,1.9,1.8,30.3,3533,79.3,16.4,3.4,0.9,11.2,10362
"2979","Alabama",5474,5481,0.1,65.3,33.2,0.1,0,0,8989,34792,3587,20342,1728,14.4,17.9,17.6,23.2,23.7,14.5,20.9,83.2,9.7,0.6,1.7,0.6,4.2,29.8,3897,78.8,15.9,5.4,0,11.3,10955
"2980","Mississippi",9273,10717,0.6,39.2,59,0.3,0.7,0,15184,34118,4893,19220,912,26.6,43.2,27.6,19.6,19.1,11.8,21.9,86.9,7.2,0,1.8,0.5,3.5,22.2,7663,75.6,16.9,7.5,0,11.3,19990
"2981","Pennsylvania",742412,827245,14.1,34.9,41.3,0.2,7,0,1128642,40649,466,24811,226,25.8,36,37.7,23.1,22.4,5.9,10.9,51,8.4,25.3,8.3,3.5,3.5,32.9,665765,83.5,12.4,4,0.1,11.3,1569657
"2982","Illinois",12028,12402,1.7,91.6,3.4,0.1,0.7,0,18981,40722,2498,22725,1073,20.6,27,26.8,22.5,22.9,13.3,14.5,86.3,9.6,0.5,1.5,0.6,1.5,23.1,9723,76,17.4,6.2,0.5,11.3,24430
"2983","Texas",749,665,21.6,76.2,2.2,0,0,0,1096,50000,15300,26034,4635,5.7,5.3,22.2,22.7,23.5,15.1,16.6,84.3,10.9,0,2.4,0,2.4,20.8,591,60.9,27.1,11.2,0.8,11.3,1414
"2984","Tennessee",4761,2827,2.2,67.1,29.1,0.1,0.2,0.1,6383,31993,5436,14232,1553,29.9,47.3,24.4,26.8,19.4,9.1,20.4,81.9,8.8,0,4.9,1.8,2.6,18.7,1906,59.5,31.7,7.8,1,11.3,7588
"2985","Alaska",2585,2389,3.1,16.2,0.4,72,1.5,0,3393,58708,5073,24647,1678,16.6,24.2,42.8,13.9,22.6,10.9,9.8,37.3,18.3,0.9,23.5,14,6.1,8.6,1989,55.5,40.5,4,0,11.4,4974
"2986","New Mexico",12057,12262,65.9,31,1.2,0.8,0.5,0,14774,27602,1859,16622,1191,31.8,42.5,21.7,24.1,21.9,15.6,16.7,79.2,11.6,0.8,2.3,1.6,4.5,17.8,7895,73,19.3,7.6,0,11.4,24319
"2987","New Mexico",5513,5741,29.9,65.7,0.6,1.1,0.5,0,9158,29690,1938,22749,3327,21.2,33.4,32.5,21.6,23.7,11.9,10.2,83,8.4,0.1,3.4,1.6,3.6,16.7,3740,58.8,33.3,7.9,0,11.4,11254
"2988","South Carolina",51688,55691,3.8,45.7,46.9,0.3,1.2,0,79322,41946,1164,21733,743,21.1,31.8,28.1,17.6,23.8,8.8,21.7,84.6,10.2,0.3,2,1.1,1.8,22.3,42439,74.9,18.9,6,0.1,11.4,107379
"2989","Georgia",8800,9482,2.3,65,29,0.1,0.8,0,14220,41157,4775,20458,1258,20.8,29.7,31.2,18.5,23.1,8,19.2,79.7,12.2,0,2.7,1.4,3.9,29.6,6951,76.4,15.8,7.7,0.1,11.4,18282
"2990","Mississippi",28531,31027,2,52.2,43.5,0.2,1,0,44666,43198,2630,23141,918,21.1,31.9,29.6,17.1,24.2,9.6,19.5,87.4,7.5,0,0.7,1.6,2.8,20.8,24054,78.2,17.6,4.1,0.2,11.4,59558
"2991","Nevada",21789,21507,14.2,77.2,3,1.5,1.6,0.4,34245,44225,3588,23740,1044,17.3,26.7,24.3,23.2,24,15.6,12.9,72.9,14.1,1.1,4.6,2.2,5.1,24.4,14551,77.8,16,6,0.3,11.4,43296
"2992","Georgia",5476,4324,2.3,62.6,33.8,0,0.2,0,7799,36423,4737,19706,1343,21.5,36.4,23.1,17,19.3,13.4,27.2,77.1,18.1,0,0.6,1.1,3.2,28.6,4111,70.4,21.3,8,0.3,11.4,9800
"2993","Michigan",6419,6435,1.2,95.8,0.5,0.4,0.4,0,10690,43758,2051,24793,914,14.9,23.1,27.5,19.8,20.5,14.5,17.7,79.9,11.1,0.1,3.4,1.2,4.3,24.4,4530,77.4,13.1,9.2,0.3,11.4,12854
"2994","Virginia",12792,11636,2,92.8,4.4,0.3,0.1,0,19641,32590,2972,18514,1372,26.2,35.8,29.6,20.1,21.2,13.4,15.8,86.6,8.6,0.2,1.7,0.8,2.1,29.8,7559,71.8,22.2,5.4,0.6,11.4,24428
"2995","Florida",10449,9034,2.7,87.1,7.3,1.1,0.2,0.2,15419,37474,4051,18402,1161,26.6,37.4,27.9,21.3,22.9,14.5,13.4,84.3,9.2,0.2,1.6,1.1,3.6,28.2,6391,71.8,20.6,7.6,0,11.5,19483
"2996","Florida",48518,51659,18.9,68.4,9.3,0.3,1.5,0,76304,36374,1135,23020,1607,18.7,31.5,29.3,21.5,26.6,14.1,8.6,79.8,9.1,2.7,1.7,1.8,4.9,20.4,31980,79.8,13.7,6.2,0.3,11.5,100177
"2997","Michigan",15148,15449,1.9,95.1,0.5,0.5,0.3,0,24405,35913,1933,21198,952,23.6,37.9,25.1,21.6,22.6,12.4,18.3,79.5,9.4,1.1,2.5,1.7,5.9,28,10985,79.7,10.5,9.3,0.5,11.5,30597
"2998","North Carolina",4771,5005,4.5,62.2,30.4,0.3,0.2,0,7623,37256,5190,21058,1580,26.4,46.1,30.8,16,21.1,15.3,16.8,85.4,7.1,0.1,2.1,2.1,3.3,27.4,3912,68.5,23.2,7.6,0.8,11.5,9776
"2999","Texas",7436,6751,3.5,73.6,21.3,0.2,0.1,0,11144,40180,5490,20800,1616,15.7,19.3,21.6,18.4,23,16.6,20.4,79.4,14.6,0.5,0.3,3,2.1,37.3,4971,76.9,19.2,3.8,0,11.6,14187
"3000","Kentucky",18314,19133,0.7,97.3,0.9,0.1,0.3,0,29232,31196,1812,18366,1250,30.7,43,29.5,19.1,27.3,11,13.2,88.5,7.8,0.2,1,0.5,2.1,23,11130,70.4,22.4,7.1,0,11.6,37447
"3001","Georgia",97435,104133,4.8,35.5,55.2,0.2,1.8,0.2,150995,39430,1339,21464,673,24.2,37.5,29.9,22.5,26,9,12.6,80.9,9.7,1.7,3.5,2.2,2.1,20.5,78704,74.7,22,3.1,0.1,11.6,201568
"3002","Michigan",848339,915483,5.7,49.7,38.9,0.3,3.1,0,1279502,43702,405,24847,170,23.7,35.5,31.9,20,23.9,6.9,17.4,80.8,9.5,3,1.9,1.6,3.2,25.2,722115,86.7,9.5,3.7,0.1,11.6,1763822
"3003","New York",685636,770210,55.7,9.5,29.4,0.2,3.6,0,849295,36593,389,19721,199,29.7,41.8,25,33.4,23.5,7.1,11.1,23,4.4,60.2,7.6,1.8,3.1,44.2,593858,80,14.6,5.3,0.1,11.6,1455846
"3004","Arkansas",21030,22504,4,58.7,35.1,0,0.5,0,31420,36417,1718,20378,908,25.6,37.9,22.8,18,22.7,11.1,25.3,82.2,14.5,0.3,0.7,1,1.3,17.8,17270,77.2,16.7,5.9,0.2,11.6,43534
"3005","North Carolina",27701,30233,7.5,49.7,38.7,0.4,0.6,0,42881,37515,1768,21594,1311,22.3,34.8,28,21.8,20.1,11.5,18.6,78.4,16.4,0.2,2.5,0.9,1.6,22.2,23873,74.8,18.5,6.4,0.2,11.6,57934
"3006","Missouri",12030,12357,1.9,95.5,0.3,0,0.1,0,18612,37171,3624,20799,1530,20,24.8,24.2,23.5,17.4,13.7,21.3,80.5,13.2,0.4,1.8,0.8,3.4,26.8,9420,79.8,10.8,8.9,0.5,11.6,24387
"3007","Michigan",5965,5704,2.6,84.8,7.6,0.7,0.2,0,9642,32309,1650,18199,796,25,39.9,23,22.9,22.8,9.6,21.8,80,10.9,0.5,1.5,1.9,5.2,27.3,3514,79.1,13.1,7.1,0.7,11.6,11669
"3008","Tennessee",2870,2805,0.9,96.3,0.3,0,0,0,4556,43631,5063,20672,2114,19.5,29.9,28,25.6,18.6,7.5,20.2,83.3,5.6,0.6,0.5,2.3,7.8,27.5,2308,64.3,24.6,10.2,1,11.6,5675
"3009","West Virginia",10894,11236,0.3,97.4,0.9,0,0.3,0,17420,37644,3264,20474,1153,22.2,29.6,29.7,17.5,22.9,16.2,13.8,83.5,8.4,0,2,3.3,2.7,30.1,6325,75.5,22.3,2.2,0,11.7,22130
"3010","Alabama",7049,7946,1.3,39.5,58.7,0.2,0.2,0,11484,34679,2808,20269,1272,26.1,37.7,27.6,18.3,22.9,11,20.1,90.4,5.9,0,0.3,1.4,1.9,29.9,5252,82.1,12.6,5.2,0,11.7,14995
"3011","Georgia",11930,13695,3.2,82.8,11.7,0.3,0.4,0,19445,39756,3790,21657,2026,18.1,24.6,28.4,20.4,20.9,9.8,20.4,85.7,7.3,0,2.5,0.5,4,20.9,10114,78.4,16.1,5.5,0,11.7,25625
"3012","Mississippi",8077,5724,1.1,72.1,25.6,0.2,0,0,10905,48029,7215,18002,2360,15.1,13.2,34.9,10.7,20.7,17.9,15.8,81.8,13.4,0,0.9,2.9,1.1,33.9,3972,68.7,25.1,6.3,0,11.7,13801
"3013","Puerto Rico",14398,14839,100,0,0,0,0,0,22093,15694,1496,7716,597,60.7,77.8,28.4,22.3,23.9,14.1,11.3,87.4,6.6,0.8,2.9,0,2.3,31.2,6011,65.7,25.6,8.7,0,11.7,29237
"3014","Alaska",1123,1023,5.5,43.6,2.7,37.3,2.7,0.1,1713,57900,6783,33704,4306,11.1,24.6,32.5,22,16.7,18.9,9.8,38.1,9.1,2.9,32.2,7.4,10.3,9.7,1039,60.3,26.5,13.3,0,11.7,2146
"3015","Puerto Rico",18874,19815,99.9,0,0,0,0.1,0,30512,18589,1151,10497,630,45.6,56.8,32,20.4,25.7,9.8,12.1,86.4,7.8,2.1,2,0.8,1,37.1,11299,74.5,20.3,5,0.2,11.7,38689
"3016","Arizona",26284,26861,18.6,62.8,0.4,15.6,0.9,0,41292,41179,1678,22433,944,21.9,36.4,31.6,22.8,21.4,15.3,8.9,78.2,12.8,0.1,2.8,1.1,5,18.7,18216,71,23.1,5.7,0.2,11.7,53145
"3017","Georgia",3618,2214,20.3,25.8,50.3,0.2,2.2,0,3239,22413,3522,14954,1599,41.5,62.4,31.6,18,22.6,6.9,20.9,85.7,10.3,0,3.2,0,0.8,26.8,1369,62.7,36.2,1.1,0,11.8,5832
"3018","Alabama",4630,5050,0.7,29.4,69.6,0.1,0.2,0,7492,22973,3833,13449,1725,41.9,60.8,23.4,21.9,27.3,5.1,22.3,84.7,8.8,0,2,4.3,0.2,26.1,2478,77,19.3,3.8,0,11.8,9680
"3019","California",264824,270860,45,43.4,2.5,0.4,5.4,0.6,331295,54260,976,24007,467,17.2,23.2,27.2,18,23.8,14.4,16.7,80.5,10.9,0.8,1.5,1.7,4.6,28.2,219505,79.4,13.8,6.7,0.2,11.8,535684
"3020","Michigan",3753,2653,3.2,78.2,6.4,6.3,0.2,0,5276,41221,2374,19442,1386,19.4,36.3,29.5,25.9,23.4,8.4,12.9,76.4,12.8,0,4,1.9,4.9,13.6,2064,72.9,23.4,3.4,0.3,11.8,6406
"3021","Mississippi",36106,39729,3,57.1,36.8,0.2,0.9,0,57023,39555,2944,20783,1127,26.3,33.3,34,17.2,26.2,9.3,13.4,79.6,8.5,0.3,2.1,8.3,1.2,21.6,32089,77.9,18.8,3.2,0,11.9,75835
"3022","Louisiana",17232,16518,3.4,67,27.4,0.1,0.4,0,24179,31745,1823,18655,1000,26.4,35.5,27.7,20.1,21.7,15.8,14.7,87.5,6.4,0,2.9,1.7,1.4,28.3,11578,78.3,13.8,7.9,0,11.9,33750
"3023","Oregon",11605,11102,19.8,60.2,0.8,16.4,0.6,0.4,16443,48464,3467,22957,2270,20.9,30.3,30.1,21.7,19.2,13.4,15.6,74.7,14.8,0.2,2.9,1.4,6,20.4,8073,68.1,24.4,7.4,0.1,11.9,22707
"3024","North Carolina",6878,7492,3.6,59.7,33.8,0.8,0,0,11157,41979,3658,23542,1765,22.8,39.7,29.6,25.4,19.8,7.4,17.7,81.3,8.3,0,3.7,2.9,3.9,28.2,5439,73.2,21.3,5.3,0.2,11.9,14370
"3025","Kentucky",6675,6601,0.9,97,1,0.2,0.2,0,10462,25861,2129,16875,1305,36,48.3,29.9,23.9,23.1,11.1,12,79.3,11.3,0.6,3,4.7,1,27.7,4012,65.7,26,8.1,0.2,11.9,13276
"3026","Georgia",31466,30654,12.5,40.3,40,0.4,2.1,0.5,43087,43493,1738,20966,838,16.6,21.7,27.9,23,24.5,9.5,15.1,82.8,9.8,0.5,3.8,2,1.1,21.6,22406,62,33.6,4.1,0.3,11.9,62120
"3027","Michigan",4266,4038,1.4,95.7,0.6,0.5,0.1,0.1,6683,36833,2638,22343,1760,18.1,24.1,21.5,18.4,23.3,13.7,23.2,78.3,6.9,0,2.4,5.5,6.8,20.4,2815,74.5,13.9,11.3,0.4,11.9,8304
